token,transcription,pos,morphology,alt_transcription_1,alt_transcription_2,alt_transcription_3,update_info,freq,lemma,comment,number_of_years
straffemiss,S T R AH2 F AX0 M IH3 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,339,straffemiss,,22.0
straffemissen,S T R AH2 F AX0 M IH3 S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,628,straffemisse,,22.0
straffemålet,S T R AH2 F AX0 M OA3 L AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,262,straffemål,,22.0
straffeområdet,S T R AH2 F AX0 OAH0 M R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,164,straffeområd,,20.0
straffepåstanden,S T R AH2 F AX0 P OA0 S T AH3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,300,straffepåstande,,22.0
strafferabatt,S T R AH2 F AX0 R AH0 B AH3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,310,strafferabatt,,19.0
strafferabatten,S T R AH2 F AX0 R AH0 B AH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,243,strafferabatte,,19.0
strafferedning,S T R AH2 F AX0 R EH3 D N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,220,strafferedning,,21.0
strafferedningen,S T R AH2 F AX0 R EH3 D N IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,162,strafferedninge,,17.0
strafferedninger,S T R AH2 F AX0 R EH3 D N IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,215,strafferedninge,,22.0
straffereduksjon,S T R AH2 F AX0 R AX0 D UH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,269,straffereduksjon,,22.0
straffesaksbehandlingen,S T R AH2 F AX0 S AA0 K S B AX0 H AH3 N L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,213,straffesaksbehandlinge,,22.0
straffesakskjeden,S T R AH2 F AX0 S AA0 K S KJ EE3 D NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,262,straffesakskjede,,21.0
straffesanksjoner,S T R AH2 F AX0 S AA0 NG K SJ OO3 N AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,153,straffesanksjone,,20.0
straffescoring,S T R AH2 F AX0 S K OA3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,633,straffescoring,,20.0
straffescoringen,S T R AH2 F AX0 S K OA3 R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,384,straffescoringe,,22.0
straffescoringer,S T R AH2 F AX0 S K OA3 R IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,187,straffescoringe,,19.0
straffesituasjon,S T R AH2 F AX0 S IH0 T UH0 AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,343,straffesituasjon,,22.0
straffesituasjonen,S T R AH2 F AX0 S IH0 T UH0 AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,1185,straffesituasjone,,22.0
straffesituasjoner,S T R AH2 F AX0 S IH0 T UH0 AH0 SJ OO3 N AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,279,straffesituasjone,,20.0
straffeskytter,S T R AH2 F AX0 SJ YH3 T AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,286,straffeskytte,,21.0
straffeskyttere,S T R AH2 F AX0 SJ YH3 T AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,248,straffeskyttere,,22.0
straffeslagkonkurransen,S T R AH2 F AX0 SJ L AA0 G K OH0 NG K UH0 R AH3 NG S NX0,NN,SIN|DEF|NOM|MAS,S T R AH2 F AX0 SJ L AA0 G K OH0 NG K UH0 R AH3 N S NX0,,,NB-aviskorpus,386,straffeslagkonkurranse,,19.0
straffesystem,S T R AH2 F AX0 S YH0 S T EE3 M,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,151,straffesystem,,22.0
straffesystemet,S T R AH2 F AX0 S YH0 S T EE3 M AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,168,straffesystem,,21.0
straffetap,S T R AH2 F AX0 T AA3 P,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,153,straffetap,,18.0
straffetrening,S T R AH2 F AX0 T R EE3 N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,205,straffetrening,,22.0
straffskjerpende,S T R AH2 F SJ AEH3 R P AX0 N AX0,JJ,SIN-PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,155,straffskjerpend,,21.0
strandeiendom,S T R AH2 N AEJ0 AX0 N D OAH3 M,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,329,strandeiendom,,22.0
strandeiendommer,S T R AH2 N AEJ0 AX0 N D OAH3 M AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,169,strandeiendom,,20.0
strandløve,S T R AH2 N L OE3 V AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,371,strandløve,,10.0
strandperle,S T R AH2 N P AE3 RL AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,284,strandperle,,19.0
strandsonesaker,S T R AH2 N S OO0 N AX0 S AA3 K AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,219,strandsonesake,,12.0
strandsøk,S T R AH2 N S OE3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,525,strandsøk,,22.0
strandvilla,S T R AH2 N V IH3 L AH0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,267,strandville,,20.0
strategidirektør,S T R AH0 T AX0 G II1 D IH0 R AX0 K T OE3 R,NN,SIN|IND|NOM|MAS,S T R AH0 T AX0 SJ II1 D IH0 R AX0 K T OE3 R,,,NB-aviskorpus,585,strategidirektør,,22.0
strategikonferanse,S T R AH0 T AX0 G II1 K OH0 N F AX0 R AH3 NG S AX0,NN,SIN|IND|NOM|MAS,S T R AH0 T AX0 G II1 K OH0 N F AX0 R AH3 N S AX0,S T R AH0 T AX0 SJ II1 K OH0 N F AX0 R AH3 NG S AX0,S T R AH0 T AX0 SJ II1 K OH0 N F AX0 R AH3 N S AX0,NB-aviskorpus,316,strategikonferanse,,21.0
strategispillet,S T R AH0 T AX0 G II1 S P IH3 L AX0,NN,SIN|DEF|NOM|NEU,S T R AH0 T AX0 SJ II1 S P IH3 L AX0,,,NB-aviskorpus,257,strategispill,,22.0
strategiutvalg,S T R AH0 T AX0 G II1 UU0 T V AH3 L G,NN,SIN-PLU|IND|NOM|NEU,S T R AH0 T AX0 SJ II1 UU0 T V AH3 L G,,,NB-aviskorpus,159,strategiutvalg,,19.0
streame,S T R II2 M AX0,VB,AKT|INF,,,,NB-aviskorpus,494,streame,,19.0
streamer,S T R II2 M AX0 R,VB,AKT|PRS,,,,NB-aviskorpus,334,streame,,17.0
streames,S T R II2 M AX0 S,VB,PAS|INF-PRS,,,,NB-aviskorpus,177,streame,,17.0
streamet,S T R II2 M AX0 T,VB,AKT|PF-PRT|SIN|IND|NOM,,,,NB-aviskorpus,260,streame,,17.0
streaming,S T R II1 M IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,1099,streaming,,21.0
streamingtjenesten,S T R II1 M IH0 NG T J EE3 N AX0 S T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,352,streamingtjeneste,,11.0
streamingtjenester,S T R II1 M IH0 NG T J EE3 N AX0 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,213,streamingtjeneste,,13.0
streikeuttak,S T R AEJ2 K AX0 UU0 T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,344,streikeuttak,,19.0
strekkmerker,S T R EH1 K M AEH3 R K AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,151,strekkmerke,,18.0
strekkskader,S T R EH1 K S K AA3 D AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,226,strekkskade,,21.0
strekkskadet,S T R EH1 K S K AA3 D AX0 T,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,266,strekkskad,,21.0
strekninga,S T R EH2 K N IH0 NG AH0,NN,SIN|DEF|NOM|FEM,,,,NB-aviskorpus,509,strekning,,22.0
stresshormonet,S T R EH1 S H OAH0 R M OO3 N AX0,NN,SIN|DEF|NOM|NEU,S T R EH1 S H OH0 R M OO3 N AX0,,,NB-aviskorpus,168,stresshormonet,,21.0
stresslidelse,S T R EH1 S L II3 D LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,816,stresslidelse,,20.0
stressmestring,S T R EH1 S M EH3 S T R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,949,stressmestring,,21.0
stressreaksjoner,S T R EH1 S R AX0 AH0 K SJ OO3 N AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,224,stressreaksjon,,22.0
stresstest,S T R EH1 S T EH3 S T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,364,stresstest,,16.0
stresstesten,S T R EH1 S T EH3 S T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,199,stressteste,,15.0
stresstestene,S T R EH1 S T EH3 S T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,355,stressteste,,10.0
stresstester,S T R EH1 S T EH3 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,308,stressteste,,13.0
stressyndrom,S T R EH1 S S YH0 N D R OO3 M,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,548,stressyndrom,,22.0
stridsmidlene,S T R IH1 D S M IH3 D L NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,160,stridsmidler,,12.0
stridstemaet,S T R IH1 D S T EE3 M AH0 AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,296,stridstema,,22.0
strike,S T R AJ1 K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,189,strik,,22.0
strikkegenser,S T R IH2 K AX0 G EH3 N S AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,167,strikkegenser,,22.0
strippebar,S T R IH2 P AX0 B AA3 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,213,strippebar,,19.0
strippeklubb,S T R IH2 P AX0 K L UH3 B,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,1060,strippeklubb,,22.0
strippeklubben,S T R IH2 P AX0 K L UH3 B AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,816,strippeklubbe,,21.0
strippeklubber,S T R IH2 P AX0 K L UH3 B AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,426,strippeklubbe,,22.0
strippingen,S T R IH2 P IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,155,stripping,,21.0
strips,S T R IH1 P S,NN,SIN-PLU|IND|NOM|MAS,,,,NB-aviskorpus,451,strips,,21.0
stripset,S T R IH2 P S AX0 T,VB,AKT|PF-PRT|SIN|IND|NOM,,,,NB-aviskorpus,293,strips,,17.0
struktureringen,S T R UH0 K T UH0 R EE1 R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,153,strukturering,,20.0
strukturkvotene,S T R UH0 K T UU1 R K V OO3 T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,448,strukturkvote,,9.0
strukturkvoter,S T R UH0 K T UU1 R K V OO3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,294,strukturkvote,,13.0
strømavtale,S T R OEH2 M AA0 V T AA3 L AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,312,strømavtale,,17.0
strømavtaler,S T R OEH2 M AA0 V T AA3 L AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,202,strømavtale,,18.0
strømbruken,S T R OEH2 M B R UU3 K AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,209,strømbruke,,20.0
strømbørsen,S T R OEH2 M B OE3 RS RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,171,strømbørse,,16.0
strømkabel,S T R OEH2 M K AA3 B AX0 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,552,strømkabel,,22.0
strømkabelen,S T R OEH2 M K AA3 B AX0 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,285,strømkabel,,22.0
strømkablene,S T R OEH2 M K AA3 B L NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,189,strømkabel,,22.0
strømkabler,S T R OEH2 M K AA3 B L AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,517,strømkabel,,22.0
strømkrise,S T R OEH2 M K R II3 S AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,227,strømkrise,,14.0
strømkrisen,S T R OEH2 M K R II3 S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,434,strømkrise,,18.0
strømkundene,S T R OEH2 M K UH3 N D NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,503,strømkunde,,21.0
strømledningen,S T R OEH2 M L EE3 D N IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,228,strømledninge,,21.0
strømledningene,S T R OEH2 M L EE3 D N IH0 NG AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,199,strømledninge,,21.0
strømledninger,S T R OEH2 M L EE3 D N IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,647,strømledninge,,21.0
strømleverandøren,S T R OEH2 M L AX0 V AX0 R AH0 N D OE3 RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,567,strømleverandør,,22.0
strømleverandørene,S T R OEH2 M L AX0 V AX0 R AH0 N D OE3 RNX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,576,strømleverandør,,22.0
strømleverandører,S T R OEH2 M L AX0 V AX0 R AH0 N D OE3 R AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,578,strømleverandør,,22.0
strømlinjeforme,S T R OEH2 M L IH0 N J AX0 F OAH3 R M AX0,VB,AKT|INF,,,,NB-aviskorpus,312,strømlinjeforme,,21.0
strømløs,S T R OEH2 M L OE3 S,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,242,strømløs,,21.0
strømløst,S T R OEH2 M L OE3 S T,JJ,SIN|IND|NOM|NEU|POS,,,,NB-aviskorpus,182,strømløs,,20.0
strømmangel,S T R OEH2 M M AH3 NG AX0 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,260,strømmangel,,22.0
strømmarkedet,S T R OEH2 M M AH3 R K AX0 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,519,strømmarked,,22.0
strømmaster,S T R OEH2 M AH3 S T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,151,strømmaste,,18.0
strømmegiganten,S T R OEH2 M AX0 G IH0 G AH3 N T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,183,strømmegigante,,6.0
strømmetjeneste,S T R OEH2 M AX0 T J EE3 N AX0 S T AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,398,strømmetjeneste,,8.0
strømmetjenesten,S T R OEH2 M AX0 T J EE3 N AX0 S T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,1886,strømmetjeneste,,9.0
strømmetjenestene,S T R OEH2 M AX0 T J EE3 N AX0 S T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,502,strømmetjeneste,,9.0
strømmetjenester,S T R OEH2 M AX0 T J EE3 N AX0 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,1397,strømmetjeneste,,9.0
strømnett,S T R OEH2 M N EH3 T,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,747,strømnett,,21.0
strømpistol,S T R OEH2 M P IH0 S T OO3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,157,strømpistol,,17.0
strømproblemer,S T R OEH2 M P R OH0 B L EE3 M AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,369,strømprobleme,,19.0
strømproduksjon,S T R OEH2 M P R OH0 D UH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,651,strømproduksjon,,22.0
strømproduksjonen,S T R OEH2 M P R OH0 D UH0 K SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,491,strømproduksjon,,22.0
strømselskapet,S T R OEH2 M S AX0 L S K AA3 P AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,182,strømselskap,,18.0
strømsjokk,S T R OEH2 M SJ OAH3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,160,strømsjokk,,19.0
strømsjokket,S T R OEH2 M SJ OAH3 K AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,170,strømsjokk,,11.0
strømsluker,S T R OEH2 M SJ L UU3 K AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,286,strømsluke,,8.0
strømslukerne,S T R OEH2 M SJ L UU3 K AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,319,strømslukerne,,5.0
strømsparing,S T R OEH2 M S P AA3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,572,strømsparing,,22.0
strømstolpe,S T R OEH2 M S T OAH3 L P AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,398,strømstolpe,,10.0
strømuttak,S T R OEH2 M UU0 T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,158,strømuttak,,22.0
strøsand,S T R OE1 S AH3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,152,strøsand,,22.0
strålefaren,S T R OA2 L AX0 F AA3 RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,220,strålefare,,19.0
strålingsnivået,S T R OA2 L IH0 NG S N IH0 V OA3 AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,189,strålingsnivå,,20.0
stråselskap,S T R OA2 S AX0 L S K AA3 P,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,193,stråselskap,,21.0
studentbolig,S T UH0 D EH1 N T B OO3 L IH0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,542,studentbolig,,22.0
studentfest,S T UH0 D EH1 N T F EH3 S T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,477,studentfest,,22.0
studenthybelen,S T UH0 D EH1 N T H YY3 B AX0 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,285,studenthybel,,22.0
studentliv,S T UH0 D EH1 N T L II3 V,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,183,studentliv,,21.0
studieløpet,S T UU1 D IH0 AX0 L OE3 P AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,267,studieløp,,21.0
studiepoeng,S T UU1 D IH0 AX0 P OAH0 EH3 NG,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,2441,studiepoeng,,22.0
studieprogrammene,S T UU1 D IH0 AX0 P R OH0 G R AH3 M AX0 N AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,154,studieprogramme,,17.0
studiespesialiserende,S T UU1 D IH0 AX0 S P AX0 S IH0 AH0 L IH0 S EE3 RNX0 AX0,VB,AKT|PS|SIN-PLU|IND-DEF|NOM,,,,NB-aviskorpus,423,studiespesialiserend,,15.0
studiespesialisering,S T UU1 D IH0 AX0 S P AX0 S IH0 AH0 L IH0 S EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,776,studiespesialisering,,17.0
studiestøtten,S T UU1 D IH0 AX0 S T OEH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,855,studiestøtte,,21.0
studievenner,S T UU1 D IH0 AX0 V EH3 N AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,172,studievenne,,22.0
studioalbumet,S T UU1 D IH0 OH0 AH3 L B UH0 M AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,214,studioalbum,,22.0
studiomusikere,S T UU1 D IH0 OH0 M UU3 S IH0 K AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,153,studiomusiker,,22.0
studioplate,S T UU1 D IH0 OH0 P L AA3 T AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,234,studioplate,,22.0
studiosending,S T UU1 D IH0 OH0 S EH3 N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,235,studiosending,,13.0
studiosendingen,S T UU1 D IH0 OH0 S EH3 N IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,180,studiosendinge,,12.0
studiotid,S T UU1 D IH0 OH0 T II3 D,NN,SIN|IND|NOM|MAS-FEM,S T UU1 D IH0 OH0 T II3,,,NB-aviskorpus,163,studiotid,,21.0
stuebord,S T UU2 AX0 B OO3 R,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,153,stuebord,,21.0
stuevindu,S T UU2 AX0 V IH3 N D UH0,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,158,stuevindu,,21.0
stuevinduene,S T UU2 AX0 V IH3 N D UH0 AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,207,stuevindu,,21.0
stuntene,S T OEH1 N T NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,201,stunt,,22.0
stuntet,S T OEH1 N T AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,2599,stunt,,22.0
stuntet,S T OEH2 N T AX0 T,VB,AKT|PF-PRT|SIN|IND|NOM,,,,NB-aviskorpus,1051,stunte,,21.0
stuntreporter,S T OEH1 N T R AX0 P OA3 RT AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,243,stuntreporter,,22.0
stupetårnet,S T UU2 P AX0 T OA3 RN AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,239,stupetårn,,22.0
stusselige,S T UH2 S AX0 L IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,S T UH2 SJ L IH0 AX0,,,NB-aviskorpus,294,stusselig,,21.0
stusselige,S T UH2 S AX0 L IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,S T UH2 SJ L IH0 AX0,,,NB-aviskorpus,150,stusselig,,2.0
style,S T AJ2 L AX0,VB,AKT|INF,,,,NB-aviskorpus,150,style,,2.0
stylet,S T AJ2 L AX0 T,VB,AKT|PF-PRT|SIN|IND|NOM,,,,NB-aviskorpus,284,style,,22.0
stylingen,S T AJ1 L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,172,styling,,21.0
stylist,S T AJ0 L IH1 S T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,828,stylist,,22.0
stylisten,S T AJ0 L IH1 S T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,709,stylist,,22.0
stylister,S T AJ0 L IH1 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,472,stylist,,22.0
styrearbeidet,S T YY2 R AX0 AH0 R B AEJ3 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,230,styrearbeid,,21.0
styrefølelse,S T YY2 R AX0 F OE3 L LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,187,styrefølelse,,14.0
styregrossist,S T YY2 R AX0 G R OH0 S IH3 S T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,176,styregrossist,,20.0
styrehonorarer,S T YY2 R AX0 H OH0 N OH0 R AA3 R AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,327,styrehonorar,,21.0
styrekvinner,S T YY2 R AX0 K V IH3 N AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,193,styrekvinne,,15.0
styrelederens,S T YY2 R AX0 L EE3 D AX0 R RN RS,NN,SIN|DEF|GEN|MAS,,,,NB-aviskorpus,239,styrelederens,,22.0
styrelederjobben,S T YY2 R AX0 L EE0 D AX0 R J OAH3 B AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,169,styrelederjobbe,,19.0
styrelederne,S T YY2 R AX0 L EE3 D AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,817,styreleder,,22.0
styreløse,S T YY2 R AX0 L OE3 S AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,229,styreløs,,2.0
styreløse,S T YY2 R AX0 L OE3 S AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,styreløs,,2.0
styrenivå,S T YY2 R AX0 N IH0 V OA3,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,178,styrenivå,,22.0
styrepinne,S T YY2 R AX0 P IH3 N AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,296,styrepinne,,17.0
styrevalg,S T YY2 R AX0 V AH3 L G,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,239,styrevalg,,21.0
styrevalget,S T YY2 R AX0 V AH3 L G AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,241,styrevalg,,19.0
styrevedtaket,S T YY2 R AX0 V EE0 T AA3 K AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,270,styrevedtak,,22.0
styrevervene,S T YY2 R AX0 V AEH3 R V AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,248,styreverv,,21.0
styringsdokument,S T YY2 R IH0 NG S D OH0 K UH0 M EH3 N T,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,184,styringsdokument,,22.0
styringsdyktige,S T YY2 R IH0 NG S D YH3 K T IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,183,styringsdyktig,,20.0
styringsdyktige,S T YY2 R IH0 NG S D YH3 K T IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,183,styringsdyktig,,20.0
styringsdyktighet,S T YY2 R IH0 NG S D YH0 K T IH0 H EE3 T,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,186,styringsdyktigh,,21.0
styringsparti,S T YY2 R IH0 NG S P AH0 RT II3,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,162,styringsparti,,14.0
styringspartiene,S T YY2 R IH0 NG S P AH0 RT II3 AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,151,styringspartie,,9.0
